ID,Name,Age,Height,Weight,Overall,Potential,Value,Wage,Nationality,Club,Reputation,Foot
270475,P. Brouwer,21,176,70,59,68,5e+05,1000,Netherlands,Sparta Rotterdam,1,Right
230285,Pedrão Tofico,26,190,88,78,78,13500000,37000,Brazil,Flamengo,1,Right
253173,J. Perea,22,180,80,69,78,3200000,11000,Colombia,VfB Stuttgart,1,Right
246301,Ł. Poręba,22,180,70,63,72,1e+06,5000,Poland,Racing Club de Lens,1,Right
262620,Serginho,27,180,76,67,67,1100000,5000,Brazil,GZT Giresunspor,1,Right
246919,T. Čvančara,21,190,79,72,79,4800000,700,Czech Republic,AC Sparta Praha,1,Right
254934,Kang Hyun Muk,21,173,67,62,76,975000,900,Korea Republic,Suwon Samsung Bluewings,1,Right
246666,N. Katterbach,21,180,76,70,79,3400000,10000,Germany,FC Basel 1893,1,Left
254691,A. Ejupi,29,192,86,65,65,6e+05,2000,Sweden,TSV Egger Glas Hartberg,1,Right
263584,S. Baş,28,180,74,61,61,3e+05,2000,Turkey,Atakaş Hatayspor,1,Right
267747,22 A. Galeano,21,173,70,65,75,1600000,500,Paraguay,Club Cerro Porteño,1,Right
260091,22 A. Bahachille,20,193,81,63,76,1200000,500,Venezuela,Metropolitanos de Caracas FC,1,Right
177528,20 A. Matri,34,183,80,70,70,925000,27000,Italy,U.S. Sassuolo Calcio,2,Right
259833,J. Lora,21,176,72,67,75,2200000,500,Peru,Club Sporting Cristal,1,Right
258654,D. Vizinger,24,181,72,68,72,1800000,7000,Croatia,RZ Pellets Wolfsberger AC,1,Right
265711,J. Pérez,30,184,75,62,62,375000,500,Venezuela,Hermanos Colmenarez,1,Right
169721,19 M. Richards,30,180,83,68,68,675000,8000,England,Aston Villa,2,Right
210450,A. Touré,28,188,84,72,73,2300000,4000,France,Genoa,1,Right
222352,A. Ajeti,25,183,78,69,73,2e+06,24000,Switzerland,Celtic,1,Right
263274,K. Hernández-Foster,20,173,66,63,75,1100000,700,United States,Hamarkameratene,1,Left
252379,J. Burroughs,21,188,80,64,77,1400000,4000,Scotland,Coventry City,1,Right
215927,R. Emond,30,185,78,67,67,1e+06,6000,Belgium,Standard de Liège,1,Right
270731,I. Kaliuzhnyi,24,189,85,65,70,1e+06,700,Ukraine,Kerala Blasters FC,1,Left
263845,Park Seung Wook,25,184,78,67,69,1200000,3000,Korea Republic,Pohang Steelers,1,Right
218651,20 P. Sotiriou,26,186,81,67,68,9e+05,8000,Cyprus,F.C. København,1,Right
220131,M. Diagne,30,191,86,74,74,4100000,24000,Senegal,Fatih Karagümrük S.K.,1,Right
261187,22 J. Mena,22,175,70,60,67,5e+05,500,Bolivia,Club Atlético Palmaflor,1,Right
264880,L. Tchaouna,18,180,67,67,78,2100000,6000,France,Stade Rennais FC,1,Left
253554,22 Bruno Pascua,31,175,60,67,67,850000,500,Spain,Club Deportivo Guabirá,1,Right
259634,J. Zemura,22,173,75,70,77,3100000,19000,Zimbabwe,AFC Bournemouth,1,Left
215864,22 J. Dodoo,26,183,70,64,67,775000,3000,Ghana,Doncaster Rovers,1,Right
215480,A. Boljević,26,185,78,66,66,925000,5000,Montenegro,Standard de Liège,1,Right
255541,L. Rota,24,180,72,69,74,2e+06,500,Greece,AEK Athens,1,Right
260926,K. Schade,20,183,74,70,83,3800000,11000,Germany,Sport-Club Freiburg,1,Right
236393,Marc Cardona,26,183,70,69,70,1700000,6000,Spain,Unión Deportiva Las Palmas,1,Right
253538,L. Demiquel,22,187,83,65,75,1500000,500,Bolivia,Club The Strongest,1,Right
253569,22 A. Quiñonez,24,180,81,68,73,1800000,500,Ecuador,Guayaquil City FC,1,Right
259325,Galego,25,176,70,63,67,675000,2000,Brazil,Gangwon FC,1,Left
264533,P. Vaca,20,181,77,63,76,1100000,500,Bolivia,Club Always Ready,1,Right
262098,S. Pattynama,23,180,78,63,70,925000,900,Netherlands,Viking FK,1,Left
260445,22 C. Góngora,19,168,64,60,68,525000,500,Bolivia,Club Deportivo Guabirá,1,Right
258783,22 Guilherme Mantuan,23,178,70,65,72,1300000,2000,Brazil,Gil Vicente FC,1,Right
230865,B. Luciatti,29,178,67,70,71,1500000,7000,Argentina,Club Atlético Tigre,1,Left
261137,22 M. Rogoski,27,176,72,63,64,550000,2000,Argentina,Arsenal de Sarandí,1,Right
223159,R. Dickie,26,195,74,74,77,4900000,28000,England,Queens Park Rangers,1,Right
269922,D. Huseinbašić,20,184,77,63,74,1e+06,4000,Germany,1. FC Köln,1,Right
269272,A. Douiri,22,180,63,61,69,7e+05,1000,Netherlands,FC Volendam,1,Right
240805,Dai Weijun,22,177,68,62,71,9e+05,2000,China PR,Shenzhen FC,1,Right
268591,E. Britez,21,175,73,62,69,775000,500,Paraguay,Guaireña FC,1,Left
263643,22 Rafa Santos,24,187,81,63,68,725000,1000,Portugal,Belenenses SAD,1,Right
264248,D. van der Kust,21,168,60,69,79,3e+06,5000,Netherlands,FC Utrecht,1,Left
240599,C. Hendry,24,178,70,64,69,9e+05,5000,Scotland,Salford City,1,Right
268275,Miguel Sousa,23,176,68,65,70,1100000,2000,Portugal,Clube Sport Marítimo,1,Right
262509,22 Dani Garrido,21,170,70,63,73,1100000,1000,Spain,Real Sociedad B,1,Right
255913,G. Thomason,21,177,69,62,69,8e+05,2000,England,Bolton Wanderers,1,Left
243619,D. Burgzorg,23,188,80,68,73,1800000,10000,Netherlands,1. FSV Mainz 05,1,Right
207616,A. Webster,27,191,75,76,79,8500000,51000,England,Brighton & Hove Albion,1,Right
260575,22 Y. Takagi,23,176,70,61,67,525000,800,Japan,Yokohama FC,1,Left
258434,21 B. Dedola,19,180,75,62,75,9e+05,650,France,AC Ajaccio,1,Right
246396,L. Sánchez,21,171,66,63,76,1200000,600,Colombia,América de Cali,1,Right
259139,David Costa,21,168,64,73,81,7e+06,20000,Portugal,Racing Club de Lens,1,Left
265693,J. Kiwior,22,189,75,71,78,3600000,9000,Poland,Spezia,1,Left
268656,A. Zanoli,21,188,76,69,79,3e+06,14000,Italy,Napoli,1,Right
261524,T. Danesi,21,170,65,60,69,550000,500,Venezuela,Metropolitanos de Caracas FC,1,Left
261504,D. Rivillo,25,179,71,66,71,1200000,500,Venezuela,Caracas Fútbol Club,1,Right
264703,S. González,19,178,65,64,76,1400000,500,Ecuador,LDU Quito,1,Left
257535,21 M. Beran,19,167,58,69,78,3e+06,500,Czech Republic,SK Slavia Praha,1,Right
181894,14 A. D'Apuzzo,26,180,80,62,65,170000,3000,Australia,Western Sydney Wanderers,1,Left
267398,M. Ocampo,20,180,65,65,76,1600000,500,Uruguay,Club Atlético River Plate,1,Right
261112,22 P. Ostachuk,21,180,76,63,71,1e+06,2000,Argentina,Club Atlético Independiente,1,Right
265800,Jutglà,23,174,79,69,78,3100000,11000,Spain,Club Brugge KV,1,Right
261684,22 G. Machado,20,175,72,62,72,825000,500,Argentina,Cerro Largo Fútbol Club,1,Right
176993,22 Bojan,30,170,65,67,67,1e+06,4000,Spain,Vissel Kobe,2,Right
257767,A. D'Errico,30,171,68,67,67,975000,2000,Italy,Bari,1,Right
238461,Luis Perea,24,191,83,66,75,1800000,3000,Spain,CD Leganés,1,Right
255894,J. Mosquera,19,180,72,65,75,1500000,1000,Colombia,Portland Timbers,1,Right
244728,S. Steijn,20,173,61,66,77,1900000,3000,Netherlands,FC Twente,1,Right
260672,21 Vander,31,173,70,64,64,475000,500,Brazil,Club Always Ready,1,Left
239890,O. Kabak,22,186,86,73,80,5500000,20000,Turkey,TSG Hoffenheim,2,Right
257821,A. Ndao,25,176,68,72,75,3100000,18000,Senegal,Antalyaspor,1,Right
255691,21 L. Andrada,19,177,68,62,76,950000,2000,Argentina,Racing Club,1,Left
199550,B. Martins Indi,30,185,76,75,75,4600000,10000,Netherlands,AZ Alkmaar,2,Left
253595,K. Aparicio,29,189,84,67,68,950000,500,Peru,Cienciano,1,Right
256345,22 Vitinho,22,180,75,65,74,1600000,500,Brazil,Dynamo Kyiv,1,Right
254406,J. Monaga,24,169,69,63,67,650000,500,Ecuador,Mushuc Runa,1,Left
267763,22 T. Kikuchi,22,160,60,61,70,750000,900,Japan,Sagan Tosu,1,Left
263804,Y. Konoplia,22,180,74,68,77,2600000,500,Ukraine,Shakhtar Donetsk,1,Right
258484,G. Ferrarini,22,180,70,67,74,2e+06,12000,Italy,Fiorentina,1,Right
264433,N. Palacio,21,178,75,61,73,8e+05,700,Colombia,Atlético Nacional,1,Right
257431,22 T. Ogashiwa,22,167,67,65,70,1100000,2000,Japan,Hokkaido Consadole Sapporo,1,Right
256001,N. Molina,29,178,79,67,67,875000,500,Ecuador,Barcelona Sporting Club,1,Right
259096,T. Akinola,21,177,73,62,75,925000,8000,England,Arsenal,1,Right
244179,N. Niemann,22,171,60,64,73,1300000,4000,Germany,DSC Arminia Bielefeld,1,Right
257661,21 R. Figiel,29,175,74,62,62,350000,1000,Poland,Podbeskidzie Bielsko-Biała,1,Right
220517,F. Di Mariano,26,177,68,71,72,2200000,12000,Italy,Lecce,1,Right
254333,A. Hasić,20,177,80,67,75,2200000,11000,Bosnia and Herzegovina,Beşiktaş JK,1,Left
250955,J. Stanišić,22,187,77,72,81,5e+06,27000,Croatia,FC Bayern München,1,Right
258692,J. Boyamba,25,172,66,67,68,1200000,2000,Germany,TSV 1860 München,1,Left
263936,22 D. Ayala,21,180,70,60,70,550000,5000,Mexico,Tigres U.A.N.L.,1,Right
211321,M. Konaté,29,183,78,69,69,1400000,5000,Senegal,Dijon FCO,1,Right
213634,M. Bonne,26,180,76,66,68,1100000,11000,Zimbabwe,Queens Park Rangers,1,Right
230963,Rivaldinho,27,186,85,63,64,550000,4000,Brazil,Universitatea Craiova,1,Right
239378,K. Sierhuis,24,180,83,68,75,2400000,9000,Netherlands,Stade de Reims,1,Right
257621,P. Janasik,24,178,68,65,69,950000,2000,Poland,Śląsk Wrocław,1,Right
252961,T. Nianzou,20,191,85,73,85,7e+06,26000,France,FC Bayern München,1,Right
248576,F. Flick,22,190,79,68,78,2600000,8000,Germany,FC Schalke 04,1,Right
238981,T. Schwede,28,182,73,63,63,425000,2000,Germany,1. FC Saarbrücken,1,Left
264251,22 D. Jurić,23,188,75,67,71,1500000,500,Australia,Dinamo Zagreb,1,Right
267625,D. Zalazar,20,173,68,64,74,1300000,2000,Argentina,Argentinos Juniors,1,Right
264532,22 J. Chambi,20,177,72,60,69,550000,500,Bolivia,Club Always Ready,1,Right
259847,F. La Mantía,26,182,79,66,70,1100000,500,Venezuela,Deportivo La Guaira FC,1,Right
262974,22 S. Messeguem,20,185,79,63,72,1e+06,2000,Germany,FC Erzgebirge Aue,1,Right
257707,22 Z. Muñoz,20,175,68,61,70,725000,6000,Mexico,Club Atlético de San Luis,1,Right
259032,T. Jenks,20,192,82,58,75,525000,7000,England,Crawley Town,1,Right
268563,22 M. Reyes,18,165,65,58,69,425000,500,Ecuador,Delfín Sporting Club,1,Right
243684,W. Alarcón,21,176,70,63,72,1100000,800,Chile,Unión La Calera,1,Right
258335,22 L. Matějka,22,183,72,67,74,2100000,500,Czech Republic,FC Viktoria Plzeň,1,Right
253346,R. Garcés,28,178,66,65,65,625000,500,Ecuador,CS Emelec,1,Right
193091,B. Nuytinck,32,190,82,75,75,3600000,15000,Netherlands,Udinese Calcio,1,Left
259726,L. Rose,23,176,65,59,61,3e+05,850,Australia,Macarthur FC,1,Right
270889,Jonny Arriba,20,176,73,62,70,875000,1000,Spain,GD Chaves,1,Right
257727,A. Tofan,25,173,71,66,69,1e+06,2000,Romania,Campionii FC Arges,1,Right
259094,A. Alipour,26,181,74,70,71,1900000,8000,Iran,Gil Vicente FC,1,Right
260942,D. Fofana,19,181,82,66,83,2200000,1000,Côte d'Ivoire,Molde FK,1,Right
260501,Ł. Łakomy,21,181,79,64,77,1400000,2000,Poland,Zagłębie Lubin,1,Left
231926,T. Clarke,24,175,65,60,62,3e+05,1000,Republic of Ireland,Bristol Rovers,1,Left
236944,22 F. Diabaté,25,175,60,68,69,1400000,10000,Mali,GZT Giresunspor,1,Left
252923,22 E. Games,20,179,72,61,72,725000,3000,Mexico,Santos Laguna,1,Right
239589,W. Kanga,24,189,90,68,75,2400000,11000,France,Hertha BSC,1,Right
263349,K. Serber,23,172,70,63,68,725000,4000,France,Toulouse Football Club,1,Right
252021,T. Dallinga,21,180,70,70,80,3600000,9000,Netherlands,Toulouse Football Club,1,Right
259598,D. Verón,21,180,78,62,73,9e+05,2000,Argentina,Club Atlético Central Córdoba,1,Right
264523,J. Franco,20,178,70,63,73,1e+06,650,Colombia,Deportivo Cali,1,Right
259782,22 J. Fuentes,29,186,87,66,66,725000,500,Peru,Carlos A. Mannucci,1,Right
252956,Jonathan,24,172,70,68,75,2300000,8000,Brazil,Unión Deportiva Almería,1,Left
253462,L. Schuster,21,183,72,64,74,1200000,5000,Austria,SK Rapid Wien,1,Right
267409,R. Saravia,21,173,72,64,73,1200000,500,Uruguay,Club Atlético Peñarol,1,Right
254189,22 P. Labrín,20,170,69,61,70,725000,500,Peru,FBC Melgar,1,Right
254235,21 W. Godoy,26,178,67,64,65,625000,500,Ecuador,CS Emelec,1,Right
254158,K. McInroy,21,180,78,60,68,525000,900,Scotland,Kilmarnock,1,Left
261563,22 M. Huamán,18,175,68,63,74,1e+06,500,Peru,Sport Huancayo,1,Right
257994,22 Diego Batista,21,172,61,60,71,550000,1000,Portugal,Futebol Clube de Famalicão,1,Right
262617,H. Bilazer,27,170,72,64,65,625000,3000,Turkey,GZT Giresunspor,1,Right
238368,J. McAtee,22,180,75,63,70,975000,6000,England,Grimsby Town,1,Right
240616,21 E. Bwomono,21,183,72,63,72,1e+06,2000,Uganda,Southend United,1,Right
266596,J. Fazzini,19,178,70,61,79,850000,1000,Italy,Empoli,1,Right
261558,22 V. Cuellar,20,175,72,62,70,875000,500,Bolivia,Club Atlético Nacional Potosí,1,Right
269276,G. Oristanio,19,174,62,64,78,1400000,7000,Italy,FC Volendam,1,Left
262334,D. Proper,20,168,63,67,75,2100000,3000,Netherlands,N.E.C. Nijmegen,1,Right
189655,22 Z. Ondrášek,32,185,79,67,67,825000,3000,Czech Republic,Wisła Kraków,1,Right
260382,22 S. Flores,26,184,82,64,66,650000,9000,Mexico,Club Deportivo Guadalajara,1,Right
256746,T. Bech,20,189,77,65,76,1600000,2000,Denmark,FC Ingolstadt 04,1,Left
220821,C. Starfelt,27,185,81,73,76,3500000,36000,Sweden,Celtic,1,Right
254404,C. Roca,25,168,77,63,68,650000,500,Bolivia,Club Deportivo Oriente Petrolero,1,Left
213120,C. Wilkinson,27,191,77,63,63,525000,4000,Republic of Ireland,Walsall,1,Left
253777,W. Araujo,26,172,66,66,69,1100000,500,Paraguay,Metropolitanos de Caracas FC,1,Right
262255,A. Bangura,22,183,68,69,76,2700000,4000,Sierra Leone,SC Cambuur,1,Left
254045,21 R. Dorrego,25,176,72,60,63,325000,2000,Uruguay,Cerro Largo Fútbol Club,1,Right
254900,20 T. Mae,25,172,62,65,67,575000,2000,Japan,Yokohama F. Marinos,1,Right
257830,22 J. Akomadi,20,180,75,61,70,725000,2000,Ghana,Atakaş Hatayspor,1,Left
258699,21 O. İmeri,20,177,70,62,75,925000,2000,Albania,Antalyaspor,1,Right
258930,C. Archer,20,179,74,70,79,3500000,30000,England,Aston Villa,1,Right
259942,R. Ardiles,34,160,60,68,68,575000,500,Peru,Ayacucho,1,Right
172904,L. Tomlin,33,180,74,64,64,375000,5000,England,Doncaster Rovers,1,Right
267873,K. Arriaga,24,191,82,67,72,1400000,2000,Honduras,Minnesota United FC,1,Right
253285,A. Álvarez Wallace,21,179,76,65,74,1500000,500,Uruguay,Club Atlético Peñarol,1,Right
256849,22 M. Biron,23,170,71,67,72,1600000,5000,France,AS Nancy Lorraine,1,Right
234278,S. Breitkreuz,30,189,87,71,71,1500000,9000,Germany,SSV Jahn Regensburg,1,Right
253550,22 M. Matzuda,21,171,60,65,68,1e+06,500,Peru,Club Alianza Lima,1,Right
269398,S. Ngabo,17,174,66,59,77,550000,500,Denmark,Lyngby BK,1,Right
263317,M. Łęgowski,19,181,81,60,76,625000,1000,Poland,Pogoń Szczecin,1,Right
244267,A. Marin,21,182,78,68,79,2700000,500,Croatia,Dinamo Zagreb,1,Right
266422,C. Jander,19,183,75,61,72,7e+05,900,Germany,MSV Duisburg,1,Right
266016,22 F. Kitsos,18,174,75,63,74,1e+06,500,Greece,Olympiacos CFP,1,Left
255874,F. Pereira,22,187,81,69,79,3e+06,500,Uruguay,Liverpool Fútbol Club,1,Right
254428,21 J. Fernández,21,168,65,65,72,1400000,500,Bolivia,Club Bolívar,1,Right
251441,Y. Ben Balla,26,181,72,66,70,1100000,6000,France,SV Darmstadt 98,1,Right
254590,21 Y. Reyes,26,165,60,62,63,475000,500,Venezuela,Llaneros de Guanare Escuela de Fútbol,1,Left
255985,S. Zamora,20,170,66,63,71,1e+06,500,Ecuador,C.D. Universidad Católica del Ecuador,1,Right
253098,F. Hernandez,24,170,61,62,69,8e+05,1000,United States,Sporting Kansas City,1,Right
257167,M. Kvistgaarden,20,175,68,64,75,1300000,3000,Denmark,Brøndby IF,1,Right
259795,22 R. Arancibia,21,170,65,62,70,850000,500,Bolivia,Club Atlético Palmaflor,1,Right
212803,Z. Clough,27,170,64,63,64,550000,1000,England,Adelaide United,1,Right
254088,A. Diallo,19,173,72,69,85,3600000,23000,Côte d'Ivoire,Manchester United,1,Left
213894,H. White,27,185,68,62,62,375000,3000,England,Walsall,1,Right
258902,S. Lewkot,23,187,85,64,73,1200000,2000,Poland,Śląsk Wrocław,1,Right
264521,22 J. Micolta,19,171,68,58,68,450000,500,Colombia,Deportivo Pasto,1,Right
262906,Y. Engelhardt,21,184,74,64,74,1200000,4000,Germany,SC Freiburg II,1,Right
252037,Fábio Silva,19,185,75,70,83,3800000,24000,Portugal,RSC Anderlecht,1,Right
242967,C. Morton,22,178,65,64,74,1300000,3000,England,Fleetwood Town,1,Right
257096,21 M. Rouai,19,184,76,61,73,775000,1000,France,CD Nacional,1,Right
254036,H. Ruíz Díaz,29,177,74,68,68,1e+06,6000,Uruguay,Platense,1,Right
147000,14 Rodri,28,185,81,71,73,825000,15000,Spain,Rayo Vallecano,1,Right
235036,W. Faes,24,187,82,77,82,14500000,20000,Belgium,Stade de Reims,1,Right
263312,Z. Sertdemir,17,182,71,62,83,1200000,1000,Denmark,Bayer 04 Leverkusen,1,Left
265741,Z. Buurmeester,20,182,65,62,78,1e+06,2000,Netherlands,AZ Alkmaar,1,Right
237604,A. Franco,25,183,77,72,78,3300000,6000,Argentina,Atlanta United,1,Right
254309,J. Nilsson,27,180,75,63,63,475000,1000,Sweden,Hammarby IF,1,Right
240813,J. Gibson,24,178,80,64,69,875000,3000,England,Carlisle United,1,Right
259968,L. Otormín,25,173,74,68,71,1600000,500,Uruguay,Club Nacional de Football,1,Right
189127,S. Aziz,31,183,81,74,74,2900000,45000,Turkey,Fenerbahçe SK,1,Right
252996,R. Arace,27,173,71,65,66,825000,500,Venezuela,Deportivo Táchira FC,1,Right
269625,N. Sibisi,26,172,65,69,74,1800000,500,South Africa,Orlando Pirates,1,Right
252555,M. Sorinola,21,173,65,63,72,1e+06,2000,England,Swansea City,1,Right
262264,J. Assehnoun,23,176,73,65,70,1100000,2000,Finland,FC Emmen,1,Right
269944,J. Balagizi,18,189,78,59,78,575000,5000,England,Crawley Town,1,Right
259882,D. Paz,20,174,73,63,75,1200000,500,Venezuela,Deportivo La Guaira FC,1,Right
242019,A. Lotti,26,179,70,70,72,2e+06,8000,Argentina,Atlético Tucumán,1,Right
257133,22 N. Čumić,22,176,70,67,76,2300000,500,Serbia,FC Luzern,1,Right
255257,Joelson Fernandes,19,172,64,68,82,2900000,3000,Portugal,FC Basel 1893,1,Right
265732,Àlex Sala,21,185,78,64,72,1200000,4000,Spain,Girona FC,1,Right
261561,22 L. Campos,20,175,72,64,74,1200000,500,Peru,Sport Huancayo,1,Left
265464,22 J. Vodhanel,24,175,71,63,66,650000,2000,Czech Republic,FC Flyeralarm Admira,1,Left
260653,B. Norton-Cuffy,18,181,70,65,80,1600000,5000,England,Arsenal,1,Right
269470,J. Eijgenraam,20,180,80,64,73,1200000,1000,Netherlands,Excelsior,1,Right
264267,22 Javi Robles,20,186,71,64,76,1300000,2000,Spain,Unión Deportiva Almería,1,Right
258240,M. Kizza,22,185,73,63,69,725000,1000,Uganda,FC Arouca,1,Left
257867,21 P. Ríos,20,177,62,59,75,6e+05,4000,Mexico,Club América,1,Left
232094,J. Niezgoda,27,185,77,70,70,1700000,6000,Poland,Portland Timbers,1,Right
260622,22 F. Góndola,25,186,74,65,67,9e+05,500,Panama,Deportivo Táchira FC,1,Right
263826,22 A. Organista,21,162,51,62,70,9e+05,6000,Mexico,Club Deportivo Guadalajara,1,Right
261318,22 Iván Castillo,21,176,73,61,72,725000,1000,Spain,Real Zaragoza,1,Right
268474,L. Lucca,21,201,83,71,82,4200000,3000,Italy,Ajax,1,Right
261338,21 Aranda,19,175,62,61,75,775000,2000,Spain,Granada CF,1,Right
242453,S. van den Berg,20,194,78,71,81,3800000,34000,Netherlands,Liverpool,1,Right
253936,21 F. Mejía,25,180,78,61,64,450000,500,Ecuador,Club Deportivo El Nacional,1,Right
255105,22 I. Shkurin,21,188,80,66,72,1400000,2000,Belarus,Raków Częstochowa,1,Right
257758,I. Rădescu,27,176,73,62,63,425000,1000,Romania,CS Mioveni,1,Right
267619,J. Berdecio,19,177,71,59,68,475000,500,Bolivia,Club Deportivo Oriente Petrolero,1,Right
253594,21 R. Salinas,32,175,74,64,64,375000,500,Paraguay,Club River Plate Asunción,1,Left
262436,22 Adílio Santos,27,178,72,66,66,9e+05,3000,Brazil,FC Arouca,1,Left
256735,22 F. Fehr,20,179,69,60,69,525000,1000,Switzerland,Grasshopper Club Zürich,1,Right
267786,J. Bone,18,178,71,58,73,475000,500,Ecuador,C.D. Universidad Católica del Ecuador,1,Right
213917,Fábio Cardoso,28,187,81,75,77,5500000,12000,Portugal,FC Porto,1,Right
262579,D. Čolina,21,174,68,68,76,2600000,500,Croatia,Hajduk Split,1,Left
234039,R. Edmonds-Green,23,181,73,68,74,1700000,7000,England,Huddersfield Town,1,Right
215370,M. Hofmann,28,183,70,69,70,1300000,13000,Austria,SK Rapid Wien,1,Right
259877,22 G. Marín,20,169,67,62,75,950000,500,Venezuela,Deportivo La Guaira FC,1,Right
202169,21 J. Gatt,28,177,73,61,61,325000,850,United States,Dundalk FC,1,Right
210981,A. Barison,27,186,78,71,73,2e+06,3000,Italy,Südtirol,1,Right
257244,A. Jankewitz,20,185,80,60,76,650000,3000,Switzerland,BSC Young Boys,1,Right
270088,S. Giordano,20,175,75,62,72,875000,850,Italy,Ascoli,1,Left
253396,G. Simeone,19,184,72,65,78,1700000,7000,Argentina,Real Zaragoza,1,Right
253140,21 M. Freites,21,175,75,63,75,1200000,2000,Argentina,Godoy Cruz,1,Right
238460,R. Brewster,22,180,75,69,78,3200000,13000,England,Sheffield United,1,Right
255205,S. Berhalter,21,175,70,62,73,850000,1000,United States,Vancouver Whitecaps FC,1,Right
200804,16 J. Carson,22,175,70,59,63,2e+05,2000,Northern Ireland,York City,1,Left
261161,22 M. Giménez,24,184,83,69,73,2e+06,7000,Argentina,Club Necaxa,1,Right
242635,I. Ogbu,22,187,78,69,76,2600000,2000,Nigeria,Lillestrøm SK,1,Right
257377,21 Manu Viana,25,170,71,62,65,525000,2000,Spain,FC Cartagena,1,Left
241930,F. Gattoni,23,183,79,69,76,2600000,6000,Argentina,San Lorenzo de Almagro,1,Right
254123,Migue,25,176,71,64,68,750000,2000,Spain,Villarreal Club de Fútbol B,1,Right
254180,22 M. Mosquera,36,171,71,67,67,2e+05,500,Ecuador,Mushuc Runa,1,Right
194957,P. Jones,30,185,71,73,73,2500000,64000,England,Manchester United,2,Right
247027,Ruan,27,170,66,67,68,1100000,3000,Brazil,Orlando City Soccer Club,1,Right
221329,20 A. Smith-Brown,23,179,74,64,71,575000,4000,England,Oldham Athletic,1,Right
219909,20 J. Molangoane,31,162,65,68,68,775000,500,South Africa,Kaizer Chiefs,1,Right
216730,S. Gregersen,27,191,83,71,74,2100000,6000,Norway,FC Girondins de Bordeaux,1,Right
262421,22 Alarcón,27,178,74,64,64,625000,2000,Spain,Burgos CF,1,Left
231633,I. Diop,25,194,92,77,82,1.4e+07,53000,France,West Ham United,2,Right
267397,J. Hernández,25,179,71,64,65,7e+05,850,Venezuela,Independiente Medellín,1,Right
243241,A. Buongiorno,23,194,80,68,78,2500000,12000,Italy,Torino F.C.,1,Left
242458,A. Dovbyk,25,185,78,70,75,0,0,Ukraine,"",1,Left
254044,21 A. Miranda,27,177,74,60,60,250000,500,Uruguay,Club Plaza de Deportes Colonia,1,Right
258836,21 K. Lazaridis,17,173,71,61,71,650000,500,Greece,Panathinaikos FC,1,Left
262821,22 W. Mejía,22,183,74,62,70,9e+05,7000,Mexico,Club Atlético de San Luis,1,Right
216860,V. Černý,24,182,65,70,75,2400000,8000,Czech Republic,FC Twente,1,Left
266698,22 J. Zarza,19,170,72,63,73,1e+06,2000,Argentina,Club Atlético Independiente,1,Right
242214,J. Sands,21,186,73,68,77,2500000,2000,United States,Rangers FC,1,Right
252036,N. Colombo,23,184,78,71,81,3900000,8000,Argentina,Defensa y Justicia,1,Right
237393,F. Antonucci,23,172,66,66,74,1900000,3000,Belgium,FC Volendam,1,Right
257159,Luís Santos,22,176,68,64,73,1300000,3000,Portugal,Boavista FC,1,Right
253054,H. Hackney,20,178,70,59,72,550000,3000,England,Middlesbrough,1,Right
232144,F. Uduokhai,24,193,89,75,79,7e+06,20000,Germany,FC Augsburg,2,Left
254215,J. Vivar,23,167,61,65,74,1600000,500,Ecuador,C.D. Universidad Católica del Ecuador,1,Left
254308,21 Dani Martín,23,175,65,63,71,1e+06,2000,Spain,Unión Deportiva Las Palmas,1,Left
208088,22 Sergi Samper,26,182,73,70,70,1500000,6000,Spain,Vissel Kobe,1,Right
255721,J. Rodríguez,23,180,65,66,71,1200000,500,Ecuador,CS Emelec,1,Left
246126,C. Mola,21,184,80,65,75,1500000,4000,England,VfB Stuttgart,1,Left
245368,G. Yalçın,23,184,77,69,76,2800000,3000,Turkey,Genoa,1,Right
244672,L. Benedetti,22,180,73,63,74,1100000,4000,Italy,Bari,1,Right
221323,J. Onguéné,24,186,78,72,78,3400000,15000,Cameroon,Eintracht Frankfurt,1,Right
240329,B. Taz,23,175,72,67,73,1600000,2000,Germany,SV Waldhof Mannheim 07,1,Right
263810,Pedro Malheiro,21,179,69,63,71,1e+06,2000,Portugal,Boavista FC,1,Right
257406,22 F. Doucouré,20,172,61,66,77,1800000,5000,Mali,Stade de Reims,1,Right
270025,M. Schmidt,26,186,71,62,64,5e+05,500,Germany,VfB Oldenburg,1,Right
259923,A. Carlén,22,193,85,62,70,9e+05,700,Sweden,Degerfors IF,1,Right
266891,M. Lazetić,18,192,80,65,85,2e+06,6000,Serbia,AC Milan,1,Right
270005,R. Zietarski,29,185,78,63,63,4e+05,550,Poland,VfB Oldenburg,1,Right
223752,M. Torres,26,180,70,68,72,1500000,1000,Colombia,América de Cali,1,Right
268791,A. Florenzi,20,183,75,65,75,1600000,700,Italy,Cosenza,1,Right
260865,A. Rahmanović,28,192,82,65,65,725000,5000,Bosnia and Herzegovina,İttifak Holding Konyaspor,1,Left
260846,22 T. Hiraoka,18,172,65,60,71,525000,500,Japan,Shonan Bellmare,1,Right
204289,22 S. Berahino,27,180,82,65,65,775000,2000,Burundi,Sheffield Wednesday,2,Right
257025,K. de la Fuente,20,170,63,73,77,4300000,24000,United States,Olympique de Marseille,1,Right
